,season,round,url,raceName,Circuit,date,time,FirstPractice,SecondPractice,ThirdPractice,Qualifying,Sprint
228,1973,9,http://en.wikipedia.org/wiki/1973_British_Grand_Prix,British Grand Prix,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",7/14/73,,,,,,
229,1973,10,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix,Dutch Grand Prix,"{'circuitId': 'zandvoort', 'url': 'http://en.wikipedia.org/wiki/Circuit_Zandvoort', 'circuitName': 'Circuit Park Zandvoort', 'Location': {'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}}",7/29/73,,,,,,
230,1973,11,http://en.wikipedia.org/wiki/1973_German_Grand_Prix,German Grand Prix,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",8/5/73,,,,,,
231,1973,12,http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix,Austrian Grand Prix,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",8/19/73,,,,,,
232,1973,13,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix,Italian Grand Prix,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",9/9/73,,,,,,
233,1973,14,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix,Canadian Grand Prix,"{'circuitId': 'mosport', 'url': 'http://en.wikipedia.org/wiki/Mosport', 'circuitName': 'Mosport International Raceway', 'Location': {'lat': '44.0481', 'long': '-78.6756', 'locality': 'Ontario', 'country': 'Canada'}}",9/23/73,,,,,,
234,1973,15,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix,United States Grand Prix,"{'circuitId': 'watkins_glen', 'url': 'http://en.wikipedia.org/wiki/Watkins_Glen_International', 'circuitName': 'Watkins Glen', 'Location': {'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}}",10/7/73,,,,,,
235,1974,1,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix,Argentine Grand Prix,"{'circuitId': 'galvez', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez', 'circuitName': 'Autódromo Juan y Oscar Gálvez', 'Location': {'lat': '-34.6943', 'long': '-58.4593', 'locality': 'Buenos Aires', 'country': 'Argentina'}}",1/13/74,,,,,,
236,1974,2,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix,Brazilian Grand Prix,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",1/27/74,,,,,,
237,1974,3,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix,South African Grand Prix,"{'circuitId': 'kyalami', 'url': 'http://en.wikipedia.org/wiki/Kyalami', 'circuitName': 'Kyalami', 'Location': {'lat': '-25.9894', 'long': '28.0767', 'locality': 'Midrand', 'country': 'South Africa'}}",3/30/74,,,,,,
238,1974,4,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix,Spanish Grand Prix,"{'circuitId': 'jarama', 'url': 'http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama', 'circuitName': 'Jarama', 'Location': {'lat': '40.6171', 'long': '-3.58558', 'locality': 'Madrid', 'country': 'Spain'}}",4/28/74,,,,,,
239,1974,5,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix,Belgian Grand Prix,"{'circuitId': 'nivelles', 'url': 'http://en.wikipedia.org/wiki/Nivelles-Baulers', 'circuitName': 'Nivelles-Baulers', 'Location': {'lat': '50.6211', 'long': '4.32694', 'locality': 'Brussels', 'country': 'Belgium'}}",5/12/74,,,,,,
240,1974,6,http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix,Monaco Grand Prix,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",5/26/74,,,,,,
241,1974,7,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix,Swedish Grand Prix,"{'circuitId': 'anderstorp', 'url': 'http://en.wikipedia.org/wiki/Scandinavian_Raceway', 'circuitName': 'Scandinavian Raceway', 'Location': {'lat': '57.2653', 'long': '13.6042', 'locality': 'Anderstorp', 'country': 'Sweden'}}",6/9/74,,,,,,
242,1974,8,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix,Dutch Grand Prix,"{'circuitId': 'zandvoort', 'url': 'http://en.wikipedia.org/wiki/Circuit_Zandvoort', 'circuitName': 'Circuit Park Zandvoort', 'Location': {'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}}",6/23/74,,,,,,
243,1974,9,http://en.wikipedia.org/wiki/1974_French_Grand_Prix,French Grand Prix,"{'circuitId': 'dijon', 'url': 'http://en.wikipedia.org/wiki/Dijon-Prenois', 'circuitName': 'Dijon-Prenois', 'Location': {'lat': '47.3625', 'long': '4.89913', 'locality': 'Dijon', 'country': 'France'}}",7/7/74,,,,,,
244,1974,10,http://en.wikipedia.org/wiki/1974_British_Grand_Prix,British Grand Prix,"{'circuitId': 'brands_hatch', 'url': 'http://en.wikipedia.org/wiki/Brands_Hatch', 'circuitName': 'Brands Hatch', 'Location': {'lat': '51.3569', 'long': '0.263056', 'locality': 'Kent', 'country': 'UK'}}",7/20/74,,,,,,
245,1974,11,http://en.wikipedia.org/wiki/1974_German_Grand_Prix,German Grand Prix,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",8/4/74,,,,,,
246,1974,12,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix,Austrian Grand Prix,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",8/18/74,,,,,,
247,1974,13,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix,Italian Grand Prix,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",9/8/74,,,,,,
248,1974,14,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix,Canadian Grand Prix,"{'circuitId': 'mosport', 'url': 'http://en.wikipedia.org/wiki/Mosport', 'circuitName': 'Mosport International Raceway', 'Location': {'lat': '44.0481', 'long': '-78.6756', 'locality': 'Ontario', 'country': 'Canada'}}",9/22/74,,,,,,
249,1974,15,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix,United States Grand Prix,"{'circuitId': 'watkins_glen', 'url': 'http://en.wikipedia.org/wiki/Watkins_Glen_International', 'circuitName': 'Watkins Glen', 'Location': {'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}}",10/6/74,,,,,,
250,1975,1,http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix,Argentine Grand Prix,"{'circuitId': 'galvez', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez', 'circuitName': 'Autódromo Juan y Oscar Gálvez', 'Location': {'lat': '-34.6943', 'long': '-58.4593', 'locality': 'Buenos Aires', 'country': 'Argentina'}}",1/12/75,,,,,,
251,1975,2,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix,Brazilian Grand Prix,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",1/26/75,,,,,,
252,1975,3,http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix,South African Grand Prix,"{'circuitId': 'kyalami', 'url': 'http://en.wikipedia.org/wiki/Kyalami', 'circuitName': 'Kyalami', 'Location': {'lat': '-25.9894', 'long': '28.0767', 'locality': 'Midrand', 'country': 'South Africa'}}",3/1/75,,,,,,
253,1975,4,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,Spanish Grand Prix,"{'circuitId': 'montjuic', 'url': 'http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit', 'circuitName': 'Montjuïc', 'Location': {'lat': '41.3664', 'long': '2.15167', 'locality': 'Barcelona', 'country': 'Spain'}}",4/27/75,,,,,,
254,1975,5,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,Monaco Grand Prix,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",5/11/75,,,,,,
255,1975,6,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix,Belgian Grand Prix,"{'circuitId': 'zolder', 'url': 'http://en.wikipedia.org/wiki/Zolder', 'circuitName': 'Zolder', 'Location': {'lat': '50.9894', 'long': '5.25694', 'locality': 'Heusden-Zolder', 'country': 'Belgium'}}",5/25/75,,,,,,
256,1975,7,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix,Swedish Grand Prix,"{'circuitId': 'anderstorp', 'url': 'http://en.wikipedia.org/wiki/Scandinavian_Raceway', 'circuitName': 'Scandinavian Raceway', 'Location': {'lat': '57.2653', 'long': '13.6042', 'locality': 'Anderstorp', 'country': 'Sweden'}}",6/8/75,,,,,,
257,1975,8,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix,Dutch Grand Prix,"{'circuitId': 'zandvoort', 'url': 'http://en.wikipedia.org/wiki/Circuit_Zandvoort', 'circuitName': 'Circuit Park Zandvoort', 'Location': {'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}}",6/22/75,,,,,,
258,1975,9,http://en.wikipedia.org/wiki/1975_French_Grand_Prix,French Grand Prix,"{'circuitId': 'ricard', 'url': 'http://en.wikipedia.org/wiki/Paul_Ricard_Circuit', 'circuitName': 'Circuit Paul Ricard', 'Location': {'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}}",7/6/75,,,,,,
259,1975,10,http://en.wikipedia.org/wiki/1975_British_Grand_Prix,British Grand Prix,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",7/19/75,,,,,,
260,1975,11,http://en.wikipedia.org/wiki/1975_German_Grand_Prix,German Grand Prix,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",8/3/75,,,,,,
261,1975,12,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix,Austrian Grand Prix,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",8/17/75,,,,,,
262,1975,13,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix,Italian Grand Prix,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",9/7/75,,,,,,
263,1975,14,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix,United States Grand Prix,"{'circuitId': 'watkins_glen', 'url': 'http://en.wikipedia.org/wiki/Watkins_Glen_International', 'circuitName': 'Watkins Glen', 'Location': {'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}}",10/5/75,,,,,,
264,1976,1,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,Brazilian Grand Prix,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",1/25/76,,,,,,
265,1976,2,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix,South African Grand Prix,"{'circuitId': 'kyalami', 'url': 'http://en.wikipedia.org/wiki/Kyalami', 'circuitName': 'Kyalami', 'Location': {'lat': '-25.9894', 'long': '28.0767', 'locality': 'Midrand', 'country': 'South Africa'}}",3/6/76,,,,,,
266,1976,3,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West,United States Grand Prix West,"{'circuitId': 'long_beach', 'url': 'http://en.wikipedia.org/wiki/Long_Beach,_California', 'circuitName': 'Long Beach', 'Location': {'lat': '33.7651', 'long': '-118.189', 'locality': 'California', 'country': 'USA'}}",3/28/76,,,,,,
267,1976,4,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix,Spanish Grand Prix,"{'circuitId': 'jarama', 'url': 'http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama', 'circuitName': 'Jarama', 'Location': {'lat': '40.6171', 'long': '-3.58558', 'locality': 'Madrid', 'country': 'Spain'}}",5/2/76,,,,,,
268,1976,5,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix,Belgian Grand Prix,"{'circuitId': 'zolder', 'url': 'http://en.wikipedia.org/wiki/Zolder', 'circuitName': 'Zolder', 'Location': {'lat': '50.9894', 'long': '5.25694', 'locality': 'Heusden-Zolder', 'country': 'Belgium'}}",5/16/76,,,,,,
269,1976,6,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix,Monaco Grand Prix,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",5/30/76,,,,,,
270,1976,7,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix,Swedish Grand Prix,"{'circuitId': 'anderstorp', 'url': 'http://en.wikipedia.org/wiki/Scandinavian_Raceway', 'circuitName': 'Scandinavian Raceway', 'Location': {'lat': '57.2653', 'long': '13.6042', 'locality': 'Anderstorp', 'country': 'Sweden'}}",6/13/76,,,,,,
271,1976,8,http://en.wikipedia.org/wiki/1976_French_Grand_Prix,French Grand Prix,"{'circuitId': 'ricard', 'url': 'http://en.wikipedia.org/wiki/Paul_Ricard_Circuit', 'circuitName': 'Circuit Paul Ricard', 'Location': {'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}}",7/4/76,,,,,,
272,1976,9,http://en.wikipedia.org/wiki/1976_British_Grand_Prix,British Grand Prix,"{'circuitId': 'brands_hatch', 'url': 'http://en.wikipedia.org/wiki/Brands_Hatch', 'circuitName': 'Brands Hatch', 'Location': {'lat': '51.3569', 'long': '0.263056', 'locality': 'Kent', 'country': 'UK'}}",7/18/76,,,,,,
273,1976,10,http://en.wikipedia.org/wiki/1976_German_Grand_Prix,German Grand Prix,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",8/1/76,,,,,,
274,1976,11,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix,Austrian Grand Prix,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",8/15/76,,,,,,
275,1976,12,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix,Dutch Grand Prix,"{'circuitId': 'zandvoort', 'url': 'http://en.wikipedia.org/wiki/Circuit_Zandvoort', 'circuitName': 'Circuit Park Zandvoort', 'Location': {'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}}",8/29/76,,,,,,
276,1976,13,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix,Italian Grand Prix,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",9/12/76,,,,,,
277,1976,14,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,Canadian Grand Prix,"{'circuitId': 'mosport', 'url': 'http://en.wikipedia.org/wiki/Mosport', 'circuitName': 'Mosport International Raceway', 'Location': {'lat': '44.0481', 'long': '-78.6756', 'locality': 'Ontario', 'country': 'Canada'}}",10/3/76,,,,,,
278,1976,15,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix,United States Grand Prix,"{'circuitId': 'watkins_glen', 'url': 'http://en.wikipedia.org/wiki/Watkins_Glen_International', 'circuitName': 'Watkins Glen', 'Location': {'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}}",10/10/76,,,,,,
279,1976,16,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,Japanese Grand Prix,"{'circuitId': 'fuji', 'url': 'http://en.wikipedia.org/wiki/Fuji_Speedway', 'circuitName': 'Fuji Speedway', 'Location': {'lat': '35.3717', 'long': '138.927', 'locality': 'Oyama', 'country': 'Japan'}}",10/24/76,,,,,,
280,1977,1,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix,Argentine Grand Prix,"{'circuitId': 'galvez', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez', 'circuitName': 'Autódromo Juan y Oscar Gálvez', 'Location': {'lat': '-34.6943', 'long': '-58.4593', 'locality': 'Buenos Aires', 'country': 'Argentina'}}",1/9/77,,,,,,
281,1977,2,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,Brazilian Grand Prix,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",1/23/77,,,,,,
282,1977,3,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix,South African Grand Prix,"{'circuitId': 'kyalami', 'url': 'http://en.wikipedia.org/wiki/Kyalami', 'circuitName': 'Kyalami', 'Location': {'lat': '-25.9894', 'long': '28.0767', 'locality': 'Midrand', 'country': 'South Africa'}}",3/5/77,,,,,,
283,1977,4,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West,United States Grand Prix West,"{'circuitId': 'long_beach', 'url': 'http://en.wikipedia.org/wiki/Long_Beach,_California', 'circuitName': 'Long Beach', 'Location': {'lat': '33.7651', 'long': '-118.189', 'locality': 'California', 'country': 'USA'}}",4/3/77,,,,,,
284,1977,5,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix,Spanish Grand Prix,"{'circuitId': 'jarama', 'url': 'http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama', 'circuitName': 'Jarama', 'Location': {'lat': '40.6171', 'long': '-3.58558', 'locality': 'Madrid', 'country': 'Spain'}}",5/8/77,,,,,,
285,1977,6,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix,Monaco Grand Prix,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",5/22/77,,,,,,
286,1977,7,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix,Belgian Grand Prix,"{'circuitId': 'zolder', 'url': 'http://en.wikipedia.org/wiki/Zolder', 'circuitName': 'Zolder', 'Location': {'lat': '50.9894', 'long': '5.25694', 'locality': 'Heusden-Zolder', 'country': 'Belgium'}}",6/5/77,,,,,,
287,1977,8,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix,Swedish Grand Prix,"{'circuitId': 'anderstorp', 'url': 'http://en.wikipedia.org/wiki/Scandinavian_Raceway', 'circuitName': 'Scandinavian Raceway', 'Location': {'lat': '57.2653', 'long': '13.6042', 'locality': 'Anderstorp', 'country': 'Sweden'}}",6/19/77,,,,,,
288,1977,9,http://en.wikipedia.org/wiki/1977_French_Grand_Prix,French Grand Prix,"{'circuitId': 'dijon', 'url': 'http://en.wikipedia.org/wiki/Dijon-Prenois', 'circuitName': 'Dijon-Prenois', 'Location': {'lat': '47.3625', 'long': '4.89913', 'locality': 'Dijon', 'country': 'France'}}",7/3/77,,,,,,
289,1977,10,http://en.wikipedia.org/wiki/1977_British_Grand_Prix,British Grand Prix,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",7/16/77,,,,,,
290,1977,11,http://en.wikipedia.org/wiki/1977_German_Grand_Prix,German Grand Prix,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",7/31/77,,,,,,
291,1977,12,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix,Austrian Grand Prix,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",8/14/77,,,,,,
292,1977,13,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix,Dutch Grand Prix,"{'circuitId': 'zandvoort', 'url': 'http://en.wikipedia.org/wiki/Circuit_Zandvoort', 'circuitName': 'Circuit Park Zandvoort', 'Location': {'lat': '52.3888', 'long': '4.54092', 'locality': 'Zandvoort', 'country': 'Netherlands'}}",8/28/77,,,,,,
293,1977,14,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix,Italian Grand Prix,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",9/11/77,,,,,,
294,1977,15,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix,United States Grand Prix,"{'circuitId': 'watkins_glen', 'url': 'http://en.wikipedia.org/wiki/Watkins_Glen_International', 'circuitName': 'Watkins Glen', 'Location': {'lat': '42.3369', 'long': '-76.9272', 'locality': 'New York State', 'country': 'USA'}}",10/2/77,,,,,,
295,1977,16,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,Canadian Grand Prix,"{'circuitId': 'mosport', 'url': 'http://en.wikipedia.org/wiki/Mosport', 'circuitName': 'Mosport International Raceway', 'Location': {'lat': '44.0481', 'long': '-78.6756', 'locality': 'Ontario', 'country': 'Canada'}}",10/9/77,,,,,,
296,1977,17,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,Japanese Grand Prix,"{'circuitId': 'fuji', 'url': 'http://en.wikipedia.org/wiki/Fuji_Speedway', 'circuitName': 'Fuji Speedway', 'Location': {'lat': '35.3717', 'long': '138.927', 'locality': 'Oyama', 'country': 'Japan'}}",10/23/77,,,,,,
297,1978,1,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix,Argentine Grand Prix,"{'circuitId': 'galvez', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez', 'circuitName': 'Autódromo Juan y Oscar Gálvez', 'Location': {'lat': '-34.6943', 'long': '-58.4593', 'locality': 'Buenos Aires', 'country': 'Argentina'}}",1/15/78,,,,,,
298,1978,2,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix,Brazilian Grand Prix,"{'circuitId': 'jacarepagua', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet', 'circuitName': 'Autódromo Internacional Nelson Piquet', 'Location': {'lat': '-22.9756', 'long': '-43.395', 'locality': 'Rio de Janeiro', 'country': 'Brazil'}}",1/29/78,,,,,,
299,1978,3,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix,South African Grand Prix,"{'circuitId': 'kyalami', 'url': 'http://en.wikipedia.org/wiki/Kyalami', 'circuitName': 'Kyalami', 'Location': {'lat': '-25.9894', 'long': '28.0767', 'locality': 'Midrand', 'country': 'South Africa'}}",3/4/78,,,,,,
300,1978,4,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West,United States Grand Prix West,"{'circuitId': 'long_beach', 'url': 'http://en.wikipedia.org/wiki/Long_Beach,_California', 'circuitName': 'Long Beach', 'Location': {'lat': '33.7651', 'long': '-118.189', 'locality': 'California', 'country': 'USA'}}",4/2/78,,,,,,
301,1978,5,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix,Monaco Grand Prix,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",5/7/78,,,,,,
302,1978,6,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix,Belgian Grand Prix,"{'circuitId': 'zolder', 'url': 'http://en.wikipedia.org/wiki/Zolder', 'circuitName': 'Zolder', 'Location': {'lat': '50.9894', 'long': '5.25694', 'locality': 'Heusden-Zolder', 'country': 'Belgium'}}",5/21/78,,,,,,
303,1978,7,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix,Spanish Grand Prix,"{'circuitId': 'jarama', 'url': 'http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama', 'circuitName': 'Jarama', 'Location': {'lat': '40.6171', 'long': '-3.58558', 'locality': 'Madrid', 'country': 'Spain'}}",6/4/78,,,,,,
