,circuitId,season,round,raceName,date,circuitName,Location,Driver_Position,Driver_Points,driverRef,constructorRef,grid_pos,completed_laps,race_status,race_time
2500,villeneuve,1990,5,Canadian Grand Prix,1990-06-10,Circuit Gilles Villeneuve,"{'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}",1.0,9.0,'senna','mclaren',1.0,70.0,'Finished'," {'millis': '6176400', 'time': '1:42:56.400'}}"
2501,villeneuve,1990,5,Canadian Grand Prix,1990-06-10,Circuit Gilles Villeneuve,"{'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}",2.0,6.0,'piquet','benetton',5.0,70.0,'Finished'," {'millis': '6186897', 'time': '+10.497'}}"
2502,villeneuve,1990,5,Canadian Grand Prix,1990-06-10,Circuit Gilles Villeneuve,"{'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}",3.0,4.0,'mansell','ferrari',7.0,70.0,'Finished'," {'millis': '6189785', 'time': '+13.385'}}"
2503,villeneuve,1990,5,Canadian Grand Prix,1990-06-10,Circuit Gilles Villeneuve,"{'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}",4.0,3.0,'berger','mclaren',2.0,70.0,'Finished'," {'millis': '6191254', 'time': '+14.854'}}"
2504,villeneuve,1990,5,Canadian Grand Prix,1990-06-10,Circuit Gilles Villeneuve,"{'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}",5.0,2.0,'prost','ferrari',3.0,70.0,'Finished'," {'millis': '6192220', 'time': '+15.820'}}"
2505,rodriguez,1990,6,Mexican Grand Prix,1990-06-24,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",1.0,9.0,'prost','ferrari',13.0,69.0,'Finished'," {'millis': '5555783', 'time': '1:32:35.783'}}"
2506,rodriguez,1990,6,Mexican Grand Prix,1990-06-24,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",2.0,6.0,'mansell','ferrari',4.0,69.0,'Finished'," {'millis': '5581134', 'time': '+25.351'}}"
2507,rodriguez,1990,6,Mexican Grand Prix,1990-06-24,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",3.0,4.0,'berger','mclaren',1.0,69.0,'Finished'," {'millis': '5581313', 'time': '+25.530'}}"
2508,rodriguez,1990,6,Mexican Grand Prix,1990-06-24,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",4.0,3.0,'nannini','benetton',14.0,69.0,'Finished'," {'millis': '5596882', 'time': '+41.099'}}"
2509,rodriguez,1990,6,Mexican Grand Prix,1990-06-24,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",5.0,2.0,'boutsen','williams',5.0,69.0,'Finished'," {'millis': '5602452', 'time': '+46.669'}}"
2510,ricard,1990,7,French Grand Prix,1990-07-08,Circuit Paul Ricard,"{'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}",1.0,9.0,'prost','ferrari',4.0,80.0,'Finished'," {'millis': '5609606', 'time': '1:33:29.606'}}"
2511,ricard,1990,7,French Grand Prix,1990-07-08,Circuit Paul Ricard,"{'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}",2.0,6.0,'capelli','leyton',7.0,80.0,'Finished'," {'millis': '5618232', 'time': '+8.626'}}"
2512,ricard,1990,7,French Grand Prix,1990-07-08,Circuit Paul Ricard,"{'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}",3.0,4.0,'senna','mclaren',3.0,80.0,'Finished'," {'millis': '5621212', 'time': '+11.606'}}"
2513,ricard,1990,7,French Grand Prix,1990-07-08,Circuit Paul Ricard,"{'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}",4.0,3.0,'piquet','benetton',9.0,80.0,'Finished'," {'millis': '5650813', 'time': '+41.207'}}"
2514,ricard,1990,7,French Grand Prix,1990-07-08,Circuit Paul Ricard,"{'lat': '43.2506', 'long': '5.79167', 'locality': 'Le Castellet', 'country': 'France'}",5.0,2.0,'berger','mclaren',2.0,80.0,'Finished'," {'millis': '5651825', 'time': '+42.219'}}"
2515,silverstone,1990,8,British Grand Prix,1990-07-15,Silverstone Circuit,"{'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}",1.0,9.0,'prost','ferrari',5.0,64.0,'Finished'," {'millis': '4710999', 'time': '1:18:30.999'}}"
2516,silverstone,1990,8,British Grand Prix,1990-07-15,Silverstone Circuit,"{'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}",2.0,6.0,'boutsen','williams',4.0,64.0,'Finished'," {'millis': '4750091', 'time': '+39.092'}}"
2517,silverstone,1990,8,British Grand Prix,1990-07-15,Silverstone Circuit,"{'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}",3.0,4.0,'senna','mclaren',2.0,64.0,'Finished'," {'millis': '4754087', 'time': '+43.088'}}"
2518,silverstone,1990,8,British Grand Prix,1990-07-15,Silverstone Circuit,"{'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}",4.0,3.0,'bernard','larrousse',8.0,64.0,'Finished'," {'millis': '4786301', 'time': '+1:15.302'}}"
2519,silverstone,1990,8,British Grand Prix,1990-07-15,Silverstone Circuit,"{'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}",5.0,2.0,'piquet','benetton',11.0,64.0,'Finished'," {'millis': '4795002', 'time': '+1:24.003'}}"
2520,hockenheimring,1990,9,German Grand Prix,1990-07-29,Hockenheimring,"{'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}",1.0,9.0,'senna','mclaren',1.0,45.0,'Finished'," {'millis': '4847164', 'time': '1:20:47.164'}}"
2521,hockenheimring,1990,9,German Grand Prix,1990-07-29,Hockenheimring,"{'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}",2.0,6.0,'nannini','benetton',9.0,45.0,'Finished'," {'millis': '4853684', 'time': '+6.520'}}"
2522,hockenheimring,1990,9,German Grand Prix,1990-07-29,Hockenheimring,"{'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}",3.0,4.0,'berger','mclaren',2.0,45.0,'Finished'," {'millis': '4855717', 'time': '+8.553'}}"
2523,hockenheimring,1990,9,German Grand Prix,1990-07-29,Hockenheimring,"{'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}",4.0,3.0,'prost','ferrari',3.0,45.0,'Finished'," {'millis': '4892434', 'time': '+45.270'}}"
2524,hockenheimring,1990,9,German Grand Prix,1990-07-29,Hockenheimring,"{'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}",5.0,2.0,'patrese','williams',5.0,45.0,'Finished'," {'millis': '4895192', 'time': '+48.028'}}"
2525,hungaroring,1990,10,Hungarian Grand Prix,1990-08-12,Hungaroring,"{'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}",1.0,9.0,'boutsen','williams',1.0,77.0,'Finished'," {'millis': '6570597', 'time': '1:49:30.597'}}"
2526,hungaroring,1990,10,Hungarian Grand Prix,1990-08-12,Hungaroring,"{'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}",2.0,6.0,'senna','mclaren',4.0,77.0,'Finished'," {'millis': '6570885', 'time': '+0.288'}}"
2527,hungaroring,1990,10,Hungarian Grand Prix,1990-08-12,Hungaroring,"{'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}",3.0,4.0,'piquet','benetton',9.0,77.0,'Finished'," {'millis': '6598490', 'time': '+27.893'}}"
2528,hungaroring,1990,10,Hungarian Grand Prix,1990-08-12,Hungaroring,"{'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}",4.0,3.0,'patrese','williams',2.0,77.0,'Finished'," {'millis': '6602430', 'time': '+31.833'}}"
2529,hungaroring,1990,10,Hungarian Grand Prix,1990-08-12,Hungaroring,"{'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}",5.0,2.0,'warwick','team_lotus',11.0,77.0,'Finished'," {'millis': '6644841', 'time': '+1:14.244'}}"
2530,spa,1990,11,Belgian Grand Prix,1990-08-26,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",1.0,9.0,'senna','mclaren',1.0,44.0,'Finished'," {'millis': '5191997', 'time': '1:26:31.997'}}"
2531,spa,1990,11,Belgian Grand Prix,1990-08-26,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",2.0,6.0,'prost','ferrari',3.0,44.0,'Finished'," {'millis': '5195547', 'time': '+3.550'}}"
2532,spa,1990,11,Belgian Grand Prix,1990-08-26,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",3.0,4.0,'berger','mclaren',2.0,44.0,'Finished'," {'millis': '5220459', 'time': '+28.462'}}"
2533,spa,1990,11,Belgian Grand Prix,1990-08-26,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",4.0,3.0,'nannini','benetton',6.0,44.0,'Finished'," {'millis': '5241334', 'time': '+49.337'}}"
2534,spa,1990,11,Belgian Grand Prix,1990-08-26,Circuit de Spa-Francorchamps,"{'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}",5.0,2.0,'piquet','benetton',8.0,44.0,'Finished'," {'millis': '5281647', 'time': '+1:29.650'}}"
2535,monza,1990,12,Italian Grand Prix,1990-09-09,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",1.0,9.0,'senna','mclaren',1.0,53.0,'Finished'," {'millis': '4677878', 'time': '1:17:57.878'}}"
2536,monza,1990,12,Italian Grand Prix,1990-09-09,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",2.0,6.0,'prost','ferrari',2.0,53.0,'Finished'," {'millis': '4683932', 'time': '+6.054'}}"
2537,monza,1990,12,Italian Grand Prix,1990-09-09,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",3.0,4.0,'berger','mclaren',3.0,53.0,'Finished'," {'millis': '4685282', 'time': '+7.404'}}"
2538,monza,1990,12,Italian Grand Prix,1990-09-09,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",4.0,3.0,'mansell','ferrari',4.0,53.0,'Finished'," {'millis': '4734097', 'time': '+56.219'}}"
2539,monza,1990,12,Italian Grand Prix,1990-09-09,Autodromo Nazionale di Monza,"{'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}",5.0,2.0,'patrese','williams',7.0,52.0,'Finished'," {'millis': '4763152', 'time': '+1:25.274'}}"
2540,estoril,1990,13,Portuguese Grand Prix,1990-09-23,Autódromo do Estoril,"{'lat': '38.7506', 'long': '-9.39417', 'locality': 'Estoril', 'country': 'Portugal'}",1.0,9.0,'mansell','ferrari',1.0,61.0,'Finished'," {'millis': '4931014', 'time': '1:22:11.014'}}"
2541,estoril,1990,13,Portuguese Grand Prix,1990-09-23,Autódromo do Estoril,"{'lat': '38.7506', 'long': '-9.39417', 'locality': 'Estoril', 'country': 'Portugal'}",2.0,6.0,'senna','mclaren',3.0,61.0,'Finished'," {'millis': '4933822', 'time': '+2.808'}}"
2542,estoril,1990,13,Portuguese Grand Prix,1990-09-23,Autódromo do Estoril,"{'lat': '38.7506', 'long': '-9.39417', 'locality': 'Estoril', 'country': 'Portugal'}",3.0,4.0,'prost','ferrari',2.0,61.0,'Finished'," {'millis': '4935203', 'time': '+4.189'}}"
2543,estoril,1990,13,Portuguese Grand Prix,1990-09-23,Autódromo do Estoril,"{'lat': '38.7506', 'long': '-9.39417', 'locality': 'Estoril', 'country': 'Portugal'}",4.0,3.0,'berger','mclaren',4.0,61.0,'Finished'," {'millis': '4936910', 'time': '+5.896'}}"
2544,estoril,1990,13,Portuguese Grand Prix,1990-09-23,Autódromo do Estoril,"{'lat': '38.7506', 'long': '-9.39417', 'locality': 'Estoril', 'country': 'Portugal'}",5.0,2.0,'piquet','benetton',6.0,61.0,'Finished'," {'millis': '4988432', 'time': '+57.418'}}"
2545,jerez,1990,14,Spanish Grand Prix,1990-09-30,Circuito de Jerez,"{'lat': '36.7083', 'long': '-6.03417', 'locality': 'Jerez de la Frontera', 'country': 'Spain'}",1.0,9.0,'prost','ferrari',2.0,73.0,'Finished'," {'millis': '6481461', 'time': '1:48:01.461'}}"
2546,jerez,1990,14,Spanish Grand Prix,1990-09-30,Circuito de Jerez,"{'lat': '36.7083', 'long': '-6.03417', 'locality': 'Jerez de la Frontera', 'country': 'Spain'}",2.0,6.0,'mansell','ferrari',3.0,73.0,'Finished'," {'millis': '6503525', 'time': '+22.064'}}"
2547,jerez,1990,14,Spanish Grand Prix,1990-09-30,Circuito de Jerez,"{'lat': '36.7083', 'long': '-6.03417', 'locality': 'Jerez de la Frontera', 'country': 'Spain'}",3.0,4.0,'nannini','benetton',9.0,73.0,'Finished'," {'millis': '6516335', 'time': '+34.874'}}"
2548,jerez,1990,14,Spanish Grand Prix,1990-09-30,Circuito de Jerez,"{'lat': '36.7083', 'long': '-6.03417', 'locality': 'Jerez de la Frontera', 'country': 'Spain'}",4.0,3.0,'boutsen','williams',7.0,73.0,'Finished'," {'millis': '6524757', 'time': '+43.296'}}"
2549,jerez,1990,14,Spanish Grand Prix,1990-09-30,Circuito de Jerez,"{'lat': '36.7083', 'long': '-6.03417', 'locality': 'Jerez de la Frontera', 'country': 'Spain'}",5.0,2.0,'patrese','williams',6.0,73.0,'Finished'," {'millis': '6538991', 'time': '+57.530'}}"
2550,suzuka,1990,15,Japanese Grand Prix,1990-10-21,Suzuka Circuit,"{'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}",1.0,9.0,'piquet','benetton',6.0,53.0,'Finished'," {'millis': '5676824', 'time': '1:34:36.824'}}"
2551,suzuka,1990,15,Japanese Grand Prix,1990-10-21,Suzuka Circuit,"{'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}",2.0,6.0,'moreno','benetton',8.0,53.0,'Finished'," {'millis': '5684047', 'time': '+7.223'}}"
2552,suzuka,1990,15,Japanese Grand Prix,1990-10-21,Suzuka Circuit,"{'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}",3.0,4.0,'suzuki','larrousse',9.0,53.0,'Finished'," {'millis': '5699293', 'time': '+22.469'}}"
2553,suzuka,1990,15,Japanese Grand Prix,1990-10-21,Suzuka Circuit,"{'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}",4.0,3.0,'patrese','williams',7.0,53.0,'Finished'," {'millis': '5713082', 'time': '+36.258'}}"
2554,suzuka,1990,15,Japanese Grand Prix,1990-10-21,Suzuka Circuit,"{'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}",5.0,2.0,'boutsen','williams',5.0,53.0,'Finished'," {'millis': '5723708', 'time': '+46.884'}}"
2555,adelaide,1990,16,Australian Grand Prix,1990-11-04,Adelaide Street Circuit,"{'lat': '-34.9272', 'long': '138.617', 'locality': 'Adelaide', 'country': 'Australia'}",1.0,9.0,'piquet','benetton',7.0,81.0,'Finished'," {'millis': '6584570', 'time': '1:49:44.570'}}"
2556,adelaide,1990,16,Australian Grand Prix,1990-11-04,Adelaide Street Circuit,"{'lat': '-34.9272', 'long': '138.617', 'locality': 'Adelaide', 'country': 'Australia'}",2.0,6.0,'mansell','ferrari',3.0,81.0,'Finished'," {'millis': '6587699', 'time': '+3.129'}}"
2557,adelaide,1990,16,Australian Grand Prix,1990-11-04,Adelaide Street Circuit,"{'lat': '-34.9272', 'long': '138.617', 'locality': 'Adelaide', 'country': 'Australia'}",3.0,4.0,'prost','ferrari',4.0,81.0,'Finished'," {'millis': '6621829', 'time': '+37.259'}}"
2558,adelaide,1990,16,Australian Grand Prix,1990-11-04,Adelaide Street Circuit,"{'lat': '-34.9272', 'long': '138.617', 'locality': 'Adelaide', 'country': 'Australia'}",4.0,3.0,'berger','mclaren',2.0,81.0,'Finished'," {'millis': '6631432', 'time': '+46.862'}}"
2559,adelaide,1990,16,Australian Grand Prix,1990-11-04,Adelaide Street Circuit,"{'lat': '-34.9272', 'long': '138.617', 'locality': 'Adelaide', 'country': 'Australia'}",5.0,2.0,'boutsen','williams',9.0,81.0,'Finished'," {'millis': '6695730', 'time': '+1:51.160'}}"
2560,phoenix,1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,"{'lat': '33.4479', 'long': '-112.075', 'locality': 'Phoenix', 'country': 'USA'}",29.0,0.0,'comas','ligier',0.0,0.0,'Did not qualify'},
2561,phoenix,1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,"{'lat': '33.4479', 'long': '-112.075', 'locality': 'Phoenix', 'country': 'USA'}",30.0,0.0,'bailey','team_lotus',0.0,0.0,'Did not qualify'},
2562,phoenix,1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,"{'lat': '33.4479', 'long': '-112.075', 'locality': 'Phoenix', 'country': 'USA'}",31.0,0.0,'cesaris','jordan',0.0,0.0,'Did not prequalify'},
2563,phoenix,1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,"{'lat': '33.4479', 'long': '-112.075', 'locality': 'Phoenix', 'country': 'USA'}",32.0,0.0,'chaves','coloni',0.0,0.0,'Did not prequalify'},
2564,phoenix,1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,"{'lat': '33.4479', 'long': '-112.075', 'locality': 'Phoenix', 'country': 'USA'}",33.0,0.0,'grouillard','fondmetal',0.0,0.0,'Did not prequalify'},
2565,phoenix,1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,"{'lat': '33.4479', 'long': '-112.075', 'locality': 'Phoenix', 'country': 'USA'}",1.0,10.0,'senna','mclaren',1.0,81.0,'Finished'," {'millis': '7247828', 'time': '2:00:47.828'}}"
2566,phoenix,1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,"{'lat': '33.4479', 'long': '-112.075', 'locality': 'Phoenix', 'country': 'USA'}",2.0,6.0,'prost','ferrari',2.0,81.0,'Finished'," {'millis': '7264150', 'time': '+16.322'}}"
2567,phoenix,1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,"{'lat': '33.4479', 'long': '-112.075', 'locality': 'Phoenix', 'country': 'USA'}",3.0,4.0,'piquet','benetton',5.0,81.0,'Finished'," {'millis': '7325204', 'time': '+1:17.376'}}"
2568,phoenix,1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,"{'lat': '33.4479', 'long': '-112.075', 'locality': 'Phoenix', 'country': 'USA'}",4.0,3.0,'modena','tyrrell',11.0,81.0,'Finished'," {'millis': '7333237', 'time': '+1:25.409'}}"
2569,phoenix,1991,1,United States Grand Prix,1991-03-10,Phoenix street circuit,"{'lat': '33.4479', 'long': '-112.075', 'locality': 'Phoenix', 'country': 'USA'}",5.0,2.0,'satoru_nakajima','tyrrell',16.0,80.0,'+1 Lap'},
2570,interlagos,1991,2,Brazilian Grand Prix,1991-03-24,Autódromo José Carlos Pace,"{'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}",1.0,10.0,'senna','mclaren',1.0,71.0,'Finished'," {'millis': '5908128', 'time': '1:38:28.128'}}"
2571,interlagos,1991,2,Brazilian Grand Prix,1991-03-24,Autódromo José Carlos Pace,"{'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}",2.0,6.0,'patrese','williams',2.0,71.0,'Finished'," {'millis': '5911119', 'time': '+2.991'}}"
2572,interlagos,1991,2,Brazilian Grand Prix,1991-03-24,Autódromo José Carlos Pace,"{'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}",3.0,4.0,'berger','mclaren',4.0,71.0,'Finished'," {'millis': '5913544', 'time': '+5.416'}}"
2573,interlagos,1991,2,Brazilian Grand Prix,1991-03-24,Autódromo José Carlos Pace,"{'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}",4.0,3.0,'prost','ferrari',6.0,71.0,'Finished'," {'millis': '5926497', 'time': '+18.369'}}"
2574,interlagos,1991,2,Brazilian Grand Prix,1991-03-24,Autódromo José Carlos Pace,"{'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}",5.0,2.0,'piquet','benetton',7.0,71.0,'Finished'," {'millis': '5930088', 'time': '+21.960'}}"
2575,imola,1991,3,San Marino Grand Prix,1991-04-28,Autodromo Enzo e Dino Ferrari,"{'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}",1.0,10.0,'senna','mclaren',1.0,61.0,'Finished'," {'millis': '5714750', 'time': '1:35:14.750'}}"
2576,imola,1991,3,San Marino Grand Prix,1991-04-28,Autodromo Enzo e Dino Ferrari,"{'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}",2.0,6.0,'berger','mclaren',5.0,61.0,'Finished'," {'millis': '5716425', 'time': '+1.675'}}"
2577,imola,1991,3,San Marino Grand Prix,1991-04-28,Autodromo Enzo e Dino Ferrari,"{'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}",3.0,4.0,'lehto','dallara',16.0,60.0,'+1 Lap'},
2578,imola,1991,3,San Marino Grand Prix,1991-04-28,Autodromo Enzo e Dino Ferrari,"{'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}",4.0,3.0,'martini','minardi',9.0,59.0,'+2 Laps'},
2579,imola,1991,3,San Marino Grand Prix,1991-04-28,Autodromo Enzo e Dino Ferrari,"{'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}",5.0,2.0,'hakkinen','team_lotus',25.0,58.0,'+3 Laps'},
2580,monaco,1991,4,Monaco Grand Prix,1991-05-12,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",1.0,10.0,'senna','mclaren',1.0,78.0,'Finished'," {'millis': '6782334', 'time': '1:53:02.334'}}"
2581,monaco,1991,4,Monaco Grand Prix,1991-05-12,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",2.0,6.0,'mansell','williams',5.0,78.0,'Finished'," {'millis': '6800682', 'time': '+18.348'}}"
2582,monaco,1991,4,Monaco Grand Prix,1991-05-12,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",3.0,4.0,'alesi','ferrari',9.0,78.0,'Finished'," {'millis': '6829789', 'time': '+47.455'}}"
2583,monaco,1991,4,Monaco Grand Prix,1991-05-12,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",4.0,3.0,'moreno','benetton',8.0,77.0,'+1 Lap'},
2584,monaco,1991,4,Monaco Grand Prix,1991-05-12,Circuit de Monaco,"{'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}",5.0,2.0,'prost','ferrari',7.0,77.0,'+1 Lap'},
2585,villeneuve,1991,5,Canadian Grand Prix,1991-06-02,Circuit Gilles Villeneuve,"{'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}",1.0,10.0,'piquet','benetton',8.0,69.0,'Finished'," {'millis': '5931490', 'time': '1:38:51.490'}}"
2586,villeneuve,1991,5,Canadian Grand Prix,1991-06-02,Circuit Gilles Villeneuve,"{'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}",2.0,6.0,'modena','tyrrell',9.0,69.0,'Finished'," {'millis': '5963322', 'time': '+31.832'}}"
2587,villeneuve,1991,5,Canadian Grand Prix,1991-06-02,Circuit Gilles Villeneuve,"{'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}",3.0,4.0,'patrese','williams',1.0,69.0,'Finished'," {'millis': '5973707', 'time': '+42.217'}}"
2588,villeneuve,1991,5,Canadian Grand Prix,1991-06-02,Circuit Gilles Villeneuve,"{'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}",4.0,3.0,'cesaris','jordan',11.0,69.0,'Finished'," {'millis': '6011700', 'time': '+1:20.210'}}"
2589,villeneuve,1991,5,Canadian Grand Prix,1991-06-02,Circuit Gilles Villeneuve,"{'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}",5.0,2.0,'gachot','jordan',14.0,69.0,'Finished'," {'millis': '6013841', 'time': '+1:22.351'}}"
2590,rodriguez,1991,6,Mexican Grand Prix,1991-06-16,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",1.0,10.0,'patrese','williams',1.0,67.0,'Finished'," {'millis': '5392205', 'time': '1:29:52.205'}}"
2591,rodriguez,1991,6,Mexican Grand Prix,1991-06-16,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",2.0,6.0,'mansell','williams',2.0,67.0,'Finished'," {'millis': '5393541', 'time': '+1.336'}}"
2592,rodriguez,1991,6,Mexican Grand Prix,1991-06-16,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",3.0,4.0,'senna','mclaren',3.0,67.0,'Finished'," {'millis': '5449561', 'time': '+57.356'}}"
2593,rodriguez,1991,6,Mexican Grand Prix,1991-06-16,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",4.0,3.0,'cesaris','jordan',11.0,66.0,'+1 Lap'},
2594,rodriguez,1991,6,Mexican Grand Prix,1991-06-16,Autódromo Hermanos Rodríguez,"{'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}",5.0,2.0,'moreno','benetton',9.0,66.0,'+1 Lap'},
2595,magny_cours,1991,7,French Grand Prix,1991-07-07,Circuit de Nevers Magny-Cours,"{'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}",1.0,10.0,'mansell','williams',4.0,72.0,'Finished'," {'millis': '5880056', 'time': '1:38:00.056'}}"
2596,magny_cours,1991,7,French Grand Prix,1991-07-07,Circuit de Nevers Magny-Cours,"{'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}",2.0,6.0,'prost','ferrari',2.0,72.0,'Finished'," {'millis': '5885059', 'time': '+5.003'}}"
